platform,host,cpu,cpu_threads,gpu,gpu_arch,cuda,compiler,lib,op,kernel,prec,base,ncomp,prec_bits,dim,nnz,cpu_time,gpu_time,speedup,cpu_kind,relerr,fma,tree,date
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf512,mpf,,512,4096,0,0.000299409032,0.000208400656,1.4367,mpf-omp,4.608052e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf512,mpf,,512,16384,0,0.001276806,0.000230289064,5.5444,mpf-omp,4.845632e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf512,mpf,,512,65536,0,0.00457464624,0.000298561994,15.3223,mpf-omp,4.669464e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf512,mpf,,512,262144,0,0.0200104658,0.000736434944,27.1721,mpf-omp,4.726006e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf512,mpf,,512,1048576,0,0.0817139028,0.00226660306,36.0513,mpf-omp,4.768170e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf512,mpf,,512,128,0,0.000300145242,0.000623379368,0.4815,mpf-omp,4.726082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf512,mpf,,512,256,0,0.00259148376,0.00103981281,2.4923,mpf-omp,4.385082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf512,mpf,,512,512,0,0.0055706189,0.00202396186,2.7523,mpf-omp,4.887512e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf512,mpf,,512,1024,0,-1,0.00393541111,,mpf-omp,4.812165e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf512,mpf,,512,128,0,0.0349929859,0.001506167,23.2331,mpf-omp,5.153044e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf512,mpf,,512,256,0,0.248969629,0.0100813289,24.6961,mpf-omp,4.765116e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf512,mpf,,512,512,0,2.12307235,0.0764632211,27.7659,mpf-omp,4.675143e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf512,mpf,,512,1024,0,-1,0.586860856,,mpf-omp,5.162078e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf1024,mpf,,1024,4096,0,0.000661459286,0.000215968583,3.0628,mpf-omp,4.608052e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf1024,mpf,,1024,16384,0,0.00269767689,0.000278674066,9.6804,mpf-omp,4.845632e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf1024,mpf,,1024,65536,0,0.0102768983,0.000399649609,25.7148,mpf-omp,4.669464e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf1024,mpf,,1024,262144,0,0.0428706231,0.00116430968,36.8206,mpf-omp,4.726006e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,axpy,y = alpha*x + y  (fused),mpf1024,mpf,,1024,1048576,0,0.170762282,0.00382390711,44.6565,mpf-omp,4.768170e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf1024,mpf,,1024,128,0,0.000405394007,0.00088283699,0.4592,mpf-omp,4.726082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf1024,mpf,,1024,256,0,0.00311355107,0.0017103916,1.8204,mpf-omp,4.385082e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf1024,mpf,,1024,512,0,0.00748481974,0.00323780812,2.3117,mpf-omp,4.887512e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matvec,y = A*x,mpf1024,mpf,,1024,1024,0,-1,0.00708771404,,mpf-omp,4.812165e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf1024,mpf,,1024,128,0,0.044788809,0.00403362,11.1039,mpf-omp,5.153044e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf1024,mpf,,1024,256,0,0.324266429,0.0302180978,10.7309,mpf-omp,4.765116e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf1024,mpf,,1024,512,0,2.83323362,0.226002674,12.5363,mpf-omp,4.675143e-17,pre-FMA,bncmatmul-0.24,2026-07-30
arm-gb10,spark-d762,Arm Cortex-X925 / Cortex-A725 (NVIDIA GB10 Grace-Blackwell),20,NVIDIA GB10,sm_121,13.0,gcc (Ubuntu 13.3.0-6ubuntu2~24.04.1) 13.3.0,mpc_cuda,matmul,C = A*B,mpf1024,mpf,,1024,1024,0,-1,1.75145367,,mpf-omp,5.162078e-17,pre-FMA,bncmatmul-0.24,2026-07-30
