prec,backend,fma,family,dim,maxrelerr
ds,sve2,nofma,frank,18,3.742954e+01
ds,sve2,nofma,frank,20,2.337388e+02
ds,sve2,nofma,frank,22,1.622004e+02
ds,sve2,nofma,frank,24,3.025361e+02
ds,sve2,nofma,frank,26,9.695160e+01
ds,sve2,nofma,frank,28,6.710623e+01
ds,sve2,nofma,frank,30,6.487567e+01
ds,sve2,nofma,frank,32,5.011406e+02
ds,sve2,nofma,frank,34,1.426407e+02
ds,sve2,nofma,frank,36,1.365527e+02
ds,sve2,nofma,frank,38,1.133230e+04
ds,sve2,nofma,frank,40,6.773251e+02
ds,sve2,fma,frank,2,0.000000e+00
ds,sve2,fma,frank,4,0.000000e+00
ds,sve2,fma,frank,6,9.896084e-12
ds,sve2,fma,frank,8,6.392287e-10
ds,sve2,fma,frank,10,5.073276e-08
ds,sve2,fma,frank,12,8.190697e-06
ds,sve2,fma,frank,14,2.191012e-03
ds,sve2,fma,frank,16,2.576715e-01
ds,sve2,fma,frank,18,2.883829e+02
ds,sve2,fma,frank,20,1.215859e+01
ds,sve2,fma,frank,22,1.047319e+03
ds,sve2,fma,frank,24,1.244382e+03
ds,sve2,fma,frank,26,6.591324e+02
ds,sve2,fma,frank,28,1.164325e+03
ds,sve2,fma,frank,30,5.263075e+02
ds,sve2,fma,frank,32,9.160361e+00
ds,sve2,fma,frank,34,3.000000e+00
ds,sve2,fma,frank,36,4.031863e+02
ds,sve2,fma,frank,38,3.000000e+00
ds,sve2,fma,frank,40,3.430655e+03
ts,serial,nofma,frank,2,3.029226e-28
ts,serial,nofma,frank,4,5.654555e-27
ts,serial,nofma,frank,6,8.946786e-21
ts,serial,nofma,frank,8,3.967291e-19
ts,serial,nofma,frank,10,2.409860e-16
ts,serial,nofma,frank,12,5.121981e-14
ts,serial,nofma,frank,14,2.465616e-12
ts,serial,nofma,frank,16,2.038321e-10
ts,serial,nofma,frank,18,6.358061e-07
ts,serial,nofma,frank,20,1.771586e-04
ts,serial,nofma,frank,22,2.230006e-01
ts,serial,nofma,frank,24,6.087854e+02
ts,serial,nofma,frank,26,1.153333e+02
ts,serial,nofma,frank,28,2.747332e+00
ts,serial,nofma,frank,30,6.405049e+02
ts,serial,nofma,frank,32,5.355764e+00
ts,serial,nofma,frank,34,8.125312e+01
ts,serial,nofma,frank,36,4.030907e+01
ts,serial,nofma,frank,38,3.121317e+01
ts,serial,nofma,frank,40,2.962461e+02
ts,serial,fma,frank,2,3.029226e-28
ts,serial,fma,frank,4,5.654555e-27
ts,serial,fma,frank,6,3.764003e-19
ts,serial,fma,frank,8,8.385626e-19
ts,serial,fma,frank,10,5.307720e-18
ts,serial,fma,frank,12,4.928953e-13
ts,serial,fma,frank,14,3.642667e-11
ts,serial,fma,frank,16,6.502203e-09
ts,serial,fma,frank,18,4.906230e-06
ts,serial,fma,frank,20,1.193785e-03
ts,serial,fma,frank,22,5.508419e-01
ts,serial,fma,frank,24,8.510523e+00
ts,serial,fma,frank,26,1.072822e+03
ts,serial,fma,frank,28,2.586037e+02
ts,serial,fma,frank,30,3.521324e+02
ts,serial,fma,frank,32,3.153301e+03
ts,serial,fma,frank,34,2.314075e+02
ts,serial,fma,frank,36,5.986601e+02
ts,serial,fma,frank,38,2.589982e+02
ts,serial,fma,frank,40,3.982042e+02
ts,neon,nofma,frank,2,3.029226e-28
ts,neon,nofma,frank,4,5.654555e-27
ts,neon,nofma,frank,6,8.946786e-21
ts,neon,nofma,frank,8,3.967291e-19
ts,neon,nofma,frank,10,2.409860e-16
ts,neon,nofma,frank,12,5.121981e-14
ts,neon,nofma,frank,14,2.465616e-12
ts,neon,nofma,frank,16,2.038321e-10
ts,neon,nofma,frank,18,6.358061e-07
ts,neon,nofma,frank,20,1.771586e-04
ts,neon,nofma,frank,22,2.230006e-01
ts,neon,nofma,frank,24,6.087854e+02
ts,neon,nofma,frank,26,1.153333e+02
ts,neon,nofma,frank,28,2.747332e+00
ts,neon,nofma,frank,30,6.405049e+02
ts,neon,nofma,frank,32,5.355764e+00
ts,neon,nofma,frank,34,8.125312e+01
ts,neon,nofma,frank,36,4.030907e+01
ts,neon,nofma,frank,38,3.121317e+01
ts,neon,nofma,frank,40,2.962461e+02
ts,neon,fma,frank,2,3.029226e-28
ts,neon,fma,frank,4,5.654555e-27
ts,neon,fma,frank,6,1.324548e-19
ts,neon,fma,frank,8,8.385626e-19
ts,neon,fma,frank,10,3.468314e-16
ts,neon,fma,frank,12,9.725767e-14
ts,neon,fma,frank,14,3.388193e-12
ts,neon,fma,frank,16,7.771378e-09
ts,neon,fma,frank,18,9.389219e-07
ts,neon,fma,frank,20,2.466349e-04
ts,neon,fma,frank,22,6.700359e-01
ts,neon,fma,frank,24,3.341072e+02
ts,neon,fma,frank,26,2.405467e+03
ts,neon,fma,frank,28,1.280576e+02
ts,neon,fma,frank,30,6.494645e+02
ts,neon,fma,frank,32,2.814770e+03
ts,neon,fma,frank,34,4.272205e+02
ts,neon,fma,frank,36,4.095400e+02
ts,neon,fma,frank,38,3.852417e+02
ts,neon,fma,frank,40,1.895619e+02
ts,sve2,nofma,frank,2,3.029226e-28
ts,sve2,nofma,frank,4,5.654555e-27
ts,sve2,nofma,frank,6,8.946786e-21
ts,sve2,nofma,frank,8,3.967291e-19
ts,sve2,nofma,frank,10,2.409860e-16
ts,sve2,nofma,frank,12,5.121981e-14
ts,sve2,nofma,frank,14,2.465616e-12
ts,sve2,nofma,frank,16,2.038321e-10
ts,sve2,nofma,frank,18,6.358061e-07
ts,sve2,nofma,frank,20,1.771586e-04
ts,sve2,nofma,frank,22,2.230006e-01
ts,sve2,nofma,frank,24,6.087854e+02
ts,sve2,nofma,frank,26,1.153333e+02
ts,sve2,nofma,frank,28,2.747332e+00
ts,sve2,nofma,frank,30,6.405049e+02
ts,sve2,nofma,frank,32,5.355764e+00
ts,sve2,nofma,frank,34,8.125312e+01
ts,sve2,nofma,frank,36,4.030907e+01
ts,sve2,nofma,frank,38,3.121317e+01
ts,sve2,nofma,frank,40,2.962461e+02
ts,sve2,fma,frank,2,3.029226e-28
ts,sve2,fma,frank,4,5.654555e-27
ts,sve2,fma,frank,6,1.324548e-19
ts,sve2,fma,frank,8,8.385626e-19
ts,sve2,fma,frank,10,3.468314e-16
ts,sve2,fma,frank,12,9.725767e-14
ts,sve2,fma,frank,14,3.388193e-12
ts,sve2,fma,frank,16,7.771378e-09
ts,sve2,fma,frank,18,9.389219e-07
ts,sve2,fma,frank,20,2.466349e-04
ts,sve2,fma,frank,22,6.700359e-01
ts,sve2,fma,frank,24,3.341072e+02
ts,sve2,fma,frank,26,2.405467e+03
ts,sve2,fma,frank,28,1.280576e+02
ts,sve2,fma,frank,30,6.494645e+02
ts,sve2,fma,frank,32,2.814770e+03
ts,sve2,fma,frank,34,4.272205e+02
ts,sve2,fma,frank,36,4.095400e+02
ts,sve2,fma,frank,38,3.852417e+02
ts,sve2,fma,frank,40,1.895619e+02
qs,serial,nofma,frank,2,0.000000e+00
qs,serial,nofma,frank,4,0.000000e+00
qs,serial,nofma,frank,6,2.271919e-28
qs,serial,nofma,frank,8,2.209797e-27
qs,serial,nofma,frank,10,1.170219e-24
qs,serial,nofma,frank,12,7.559580e-22
qs,serial,nofma,frank,14,3.161671e-20
qs,serial,nofma,frank,16,1.873842e-19
qs,serial,nofma,frank,18,2.117929e-15
qs,serial,nofma,frank,20,4.868769e-13
qs,serial,nofma,frank,22,3.123799e-09
qs,serial,nofma,frank,24,2.258166e-06
qs,serial,nofma,frank,26,1.076865e-04
qs,serial,nofma,frank,28,1.410511e-01
qs,serial,nofma,frank,30,1.069154e+01
qs,serial,nofma,frank,32,1.001852e+02
qs,serial,nofma,frank,34,2.991246e+01
qs,serial,nofma,frank,36,3.836734e+01
qs,serial,nofma,frank,38,1.174865e+01
qs,serial,nofma,frank,40,1.744920e+02
qs,serial,fma,frank,2,0.000000e+00
qs,serial,fma,frank,4,0.000000e+00
qs,serial,fma,frank,6,6.361374e-27
qs,serial,fma,frank,8,7.798718e-25
qs,serial,fma,frank,10,1.888669e-23
qs,serial,fma,frank,12,8.605297e-21
qs,serial,fma,frank,14,1.459097e-18
qs,serial,fma,frank,16,1.187120e-15
qs,serial,fma,frank,18,8.485844e-14
qs,serial,fma,frank,20,8.718145e-11
qs,serial,fma,frank,22,2.354518e-08
qs,serial,fma,frank,24,1.713732e-06
qs,serial,fma,frank,26,2.001913e-02
qs,serial,fma,frank,28,1.642834e+00
qs,serial,fma,frank,30,8.022331e+03
qs,serial,fma,frank,32,6.928834e+03
qs,serial,fma,frank,34,9.069288e+01
qs,serial,fma,frank,36,6.225159e+02
qs,serial,fma,frank,38,5.546825e+02
qs,serial,fma,frank,40,9.168872e+03
qs,neon,nofma,frank,2,0.000000e+00
qs,neon,nofma,frank,4,0.000000e+00
qs,neon,nofma,frank,6,2.271919e-28
qs,neon,nofma,frank,8,2.209797e-27
qs,neon,nofma,frank,10,1.170219e-24
qs,neon,nofma,frank,12,7.559580e-22
qs,neon,nofma,frank,14,3.161671e-20
qs,neon,nofma,frank,16,1.873842e-19
qs,neon,nofma,frank,18,2.117929e-15
qs,neon,nofma,frank,20,4.868769e-13
qs,neon,nofma,frank,22,3.123799e-09
qs,neon,nofma,frank,24,2.258166e-06
qs,neon,nofma,frank,26,1.076865e-04
qs,neon,nofma,frank,28,1.410511e-01
qs,neon,nofma,frank,30,1.069154e+01
qs,neon,nofma,frank,32,1.001852e+02
qs,neon,nofma,frank,34,2.991246e+01
qs,neon,nofma,frank,36,3.836734e+01
qs,neon,nofma,frank,38,1.174865e+01
qs,neon,nofma,frank,40,1.744920e+02
qs,neon,fma,frank,2,0.000000e+00
qs,neon,fma,frank,4,0.000000e+00
qs,neon,fma,frank,6,6.361374e-27
qs,neon,fma,frank,8,7.798718e-25
qs,neon,fma,frank,10,2.029047e-24
qs,neon,fma,frank,12,1.886667e-22
qs,neon,fma,frank,14,1.178721e-18
qs,neon,fma,frank,16,2.413683e-16
qs,neon,fma,frank,18,8.350349e-16
qs,neon,fma,frank,20,1.498017e-11
qs,neon,fma,frank,22,1.736395e-08
qs,neon,fma,frank,24,1.440099e-05
qs,neon,fma,frank,26,1.605031e-02
qs,neon,fma,frank,28,1.940865e-01
qs,neon,fma,frank,30,1.932260e+03
qs,neon,fma,frank,32,9.304861e+03
qs,neon,fma,frank,34,1.152913e+02
qs,neon,fma,frank,36,2.615311e+01
qs,neon,fma,frank,38,9.771087e+01
qs,neon,fma,frank,40,7.592833e+03
qs,sve2,nofma,frank,2,0.000000e+00
qs,sve2,nofma,frank,4,0.000000e+00
qs,sve2,nofma,frank,6,2.271919e-28
qs,sve2,nofma,frank,8,2.209797e-27
qs,sve2,nofma,frank,10,1.170219e-24
qs,sve2,nofma,frank,12,7.559580e-22
qs,sve2,nofma,frank,14,3.161671e-20
qs,sve2,nofma,frank,16,1.873842e-19
qs,sve2,nofma,frank,18,2.117929e-15
qs,sve2,nofma,frank,20,4.868769e-13
qs,sve2,nofma,frank,22,3.123799e-09
qs,sve2,nofma,frank,24,2.258166e-06
qs,sve2,nofma,frank,26,1.076865e-04
qs,sve2,nofma,frank,28,1.410511e-01
qs,sve2,nofma,frank,30,1.069154e+01
qs,sve2,nofma,frank,32,1.001852e+02
qs,sve2,nofma,frank,34,2.991246e+01
qs,sve2,nofma,frank,36,3.836734e+01
qs,sve2,nofma,frank,38,1.174865e+01
qs,sve2,nofma,frank,40,1.744920e+02
qs,sve2,fma,frank,2,0.000000e+00
qs,sve2,fma,frank,4,0.000000e+00
qs,sve2,fma,frank,6,6.361374e-27
qs,sve2,fma,frank,8,7.798718e-25
qs,sve2,fma,frank,10,2.029047e-24
qs,sve2,fma,frank,12,1.886667e-22
qs,sve2,fma,frank,14,1.178721e-18
qs,sve2,fma,frank,16,2.413683e-16
qs,sve2,fma,frank,18,8.350349e-16
qs,sve2,fma,frank,20,1.498017e-11
qs,sve2,fma,frank,22,1.736395e-08
qs,sve2,fma,frank,24,1.440099e-05
qs,sve2,fma,frank,26,1.605031e-02
qs,sve2,fma,frank,28,1.940865e-01
qs,sve2,fma,frank,30,1.932260e+03
qs,sve2,fma,frank,32,9.304861e+03
qs,sve2,fma,frank,34,1.152913e+02
qs,sve2,fma,frank,36,2.615311e+01
qs,sve2,fma,frank,38,9.771087e+01
qs,sve2,fma,frank,40,7.592833e+03
